seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup
chr15	90363801	90367400	3600	*	2	3' UTR	15	90354613	90360067	5455	1	342132	ENST00000558586.1	9188	ENSG00000196391	ZNF774	zinc finger protein 774	9_EnhA1
chr16	4731201	4732600	1400	*	3	Promoter (<=1kb)	16	4696512	4730246	33735	2	124401	ENST00000446014.6	-955	ENSG00000168096	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	9_EnhA1
chr16	81581201	81583200	2000	*	2	Intron (ENST00000537098.8/80790, intron 1 of 20)	16	81606948	81711762	104815	1	80790	ENST00000621537.4	-23748	ENSG00000153815	CMIP	c-Maf inducing protein	9_EnhA1
chr16	89396601	89397000	400	*	2	Intron (ENST00000378330.7/29123, intron 3 of 13)	16	89317046	89418292	101247	2	29123	ENST00000683497.1	21292	ENSG00000167522	ANKRD11	ankyrin repeat domain 11	9_EnhA1
chr17	3703001	3704600	1600	*	4	Distal Intergenic	17	3690084	3696240	6157	2	100533970	ENST00000547933.1	-6761	ENSG00000257950	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	9_EnhA1
chr17	34206801	34208000	1200	*	3	Distal Intergenic	17	34169372	34195937	26566	2	101927239	ENST00000580792.1	-10864	ENSG00000261156	LINC01989	long intergenic non-protein coding RNA 1989	9_EnhA1
chr17	75096201	75096400	200	*	3	Promoter (2-3kb)	17	75093356	75100371	7016	1	9121	ENST00000584118.1	2845	ENSG00000170190	SLC16A5	solute carrier family 16 member 5	9_EnhA1
chr17	78792601	78795000	2400	*	2	Intron (ENST00000587010.5/57602, intron 3 of 3)	17	78787466	78798455	10990	2	57602	ENST00000591052.5	3455	ENSG00000055483	USP36	ubiquitin specific peptidase 36	9_EnhA1
chr17	78864801	78866400	1600	*	4	Intron (ENST00000585421.5/7077, intron 3 of 4)	17	78852981	78874089	21109	2	7077	ENST00000586057.5	7689	ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2	9_EnhA1
chr19	11202801	11204800	2000	*	2	Promoter (<=1kb)	19	11203628	11216168	12541	1	105372273	ENST00000588634.1	0	ENSG00000267082	LOC105372273	uncharacterized LOC105372273	9_EnhA1
chr2	8684801	8686800	2000	*	2	Promoter (2-3kb)	2	8682780	8684031	1252	1	3398	ENST00000472142.1	2021	ENSG00000115738	ID2	inhibitor of DNA binding 2	9_EnhA1
chr2	10469601	10470400	800	*	3	Distal Intergenic	2	10453798	10457693	3896	1	101929715	ENST00000670859.1	15803	NA	ODC1-DT	ODC1 divergent transcript	9_EnhA1
chr2	65089401	65091000	1600	*	2	Exon (ENST00000649427.1/5861, exon 4 of 8)	2	65070729	65074484	3756	1	23177	ENST00000497039.1	18672	ENSG00000011523	CEP68	centrosomal protein 68	9_EnhA1
chr2	65593401	65594000	600	*	4	Intron (ENST00000606978.5/105369168, intron 4 of 9)	2	65450074	65456571	6498	2	105374780	ENST00000453714.7	-136830	NA	LOC105374780	uncharacterized LOC105374780	9_EnhA1
chr2	65594401	65595000	600	*	3	Intron (ENST00000606978.5/105369168, intron 4 of 9)	2	65731675	65770104	38430	1	105369167	ENST00000414811.5	-136675	NA	LOC105369167	uncharacterized LOC105369167	9_EnhA1
chr2	70330601	70331200	600	*	2	Distal Intergenic	2	70295975	70302090	6116	2	84908	ENST00000037869.7	-28511	ENSG00000035141	FAM136A	family with sequence similarity 136 member A	9_EnhA1
chr2	109841801	109843400	1600	*	2	Promoter (1-2kb)	2	109840377	109857695	17319	1	84220	ENST00000477523.1	1424	ENSG00000015568	RGPD5	RANBP2 like and GRIP domain containing 5	9_EnhA1
chr2	198062601	198063000	400	*	2	Intron (ENST00000428675.6/5334, intron 1 of 5)	2	198083749	198149884	66136	1	5334	ENST00000437704.3	-20749	ENSG00000115896	PLCL1	phospholipase C like 1 (inactive)	9_EnhA1
chr2	235199601	235203000	3400	*	2	Distal Intergenic	2	234994840	235040942	46103	1	23677	ENST00000454947.1	204761	ENSG00000130147	SH3BP4	SH3 domain binding protein 4	9_EnhA1
chr2	240153201	240154400	1200	*	2	Distal Intergenic	2	240139026	240144562	5537	2	150677	ENST00000391989.6	-8639	ENSG00000178602	OTOS	otospiralin	9_EnhA1
chr2	240385601	240387600	2000	*	2	Distal Intergenic	2	240435663	240468076	32414	1	2817	ENST00000264039.7	-48063	ENSG00000063660	GPC1	glypican 1	9_EnhA1
chr2	240875401	240877800	2400	*	2	Promoter (<=1kb)	2	240876913	240880502	3590	1	189	ENST00000470255.1	0	ENSG00000172482	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	9_EnhA1
chr20	23112601	23114600	2000	*	2	Distal Intergenic	20	23125068	23132631	7564	2	200261	ENST00000443744.2	18031	ENSG00000233746	LINC00656	long intergenic non-protein coding RNA 656	9_EnhA1
chr20	36010001	36011200	1200	*	2	3' UTR	20	36045618	36051018	5401	2	647979	ENST00000565493.2	39818	ENSG00000260032	NORAD	non-coding RNA activated by DNA damage	9_EnhA1
chr20	49114401	49116200	1800	*	2	3' UTR	20	49090763	49096952	6190	1	1434	ENST00000469700.1	23638	ENSG00000124207	CSE1L	chromosome segregation 1 like	9_EnhA1
chr21	37535801	37537000	1200	*	2	Distal Intergenic	21	37501326	37512064	10739	1	1859	ENST00000646351.1	34475	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	9_EnhA1
chr21	39643801	39647200	3400	*	2	Promoter (1-2kb)	21	39642385	39661492	19108	1	10317	ENST00000682542.1	1416	ENSG00000183778	B3GALT5	beta-1,3-galactosyltransferase 5	9_EnhA1
chr21	45574601	45576600	2000	*	3	Distal Intergenic	21	45514715	45563115	48401	2	6573	ENST00000650808.1	-11486	ENSG00000173638	SLC19A1	solute carrier family 19 member 1	9_EnhA1
chr3	38029001	38030000	1000	*	3	Promoter (<=1kb)	3	38007496	38029559	22064	2	5333	ENST00000461445.5	0	ENSG00000187091	PLCD1	phospholipase C delta 1	9_EnhA1
chr3	52122001	52124800	2800	*	2	Exon (ENST00000296484.7/25886, exon 9 of 11)	3	52075454	52154404	78951	2	25886	ENST00000474012.1	29604	ENSG00000164087	POC1A	POC1 centriolar protein A	9_EnhA1
chr3	52259801	52260600	800	*	3	Exon (ENST00000296490.8/80335, exon 5 of 9)	3	52254960	52268138	13179	2	80335	ENST00000487402.1	7538	ENSG00000164091	WDR82	WD repeat domain 82	9_EnhA1
chr3	71553401	71554200	800	*	2	Intron (ENST00000649528.3/27086, intron 2 of 20)	3	70956745	71543557	586813	2	27086	ENST00000475937.5	-9844	ENSG00000114861	FOXP1	forkhead box P1	9_EnhA1
chr3	101441601	101441800	200	*	2	Intron (ENST00000394095.7/57337, intron 4 of 23)	3	101324273	101513184	188912	2	57337	ENST00000394091.5	71384	ENSG00000138468	SENP7	SUMO specific peptidase 7	9_EnhA1
chr4	185275001	185275200	200	*	2	Intron (ENST00000618785.4/83891, intron 5 of 17)	4	185295827	185363510	67684	1	83891	ENST00000512853.5	-20627	ENSG00000109762	SNX25	sorting nexin 25	9_EnhA1
chr4	185368801	185369600	800	*	2	Promoter (1-2kb)	4	185370725	185390928	20204	1	107986206	ENST00000514884.1	-1125	NA	LOC107986206	uncharacterized LOC107986206	9_EnhA1
chr5	17443401	17445400	2000	*	5	Promoter (<=1kb)	5	17444010	17445930	1921	1	102723526	ENST00000503267.5	0	ENSG00000249662	LINC02218	long intergenic non-protein coding RNA 2218	9_EnhA1
chr5	75842001	75842600	600	*	2	Distal Intergenic	5	75690521	75717448	26928	2	134359	ENST00000503835.5	-124553	ENSG00000152359	POC5	POC5 centriolar protein	9_EnhA1
chr5	96298201	96299400	1200	*	2	Intron (ENST00000502645.2/101929710, intron 1 of 4)	5	96392925	96412985	20061	2	5122	ENST00000513085.1	113585	ENSG00000175426	PCSK1	proprotein convertase subtilisin/kexin type 1	9_EnhA1
chr6	31629601	31630000	400	*	2	Promoter (<=1kb)	6	31628640	31629768	1129	1	7916	ENST00000483470.1	961	ENSG00000204469	PRRC2A	proline rich coiled-coil 2A	9_EnhA1
chr6	139656601	139658800	2200	*	2	Intron (ENST00000647815.1/ENST00000647815.1, intron 2 of 2)	6	139677639	139860475	182837	1	100132735	ENST00000644936.1	-18839	ENSG00000231426	FILNC1	FOXO induced long non-coding RNA 1	9_EnhA1
chr6	166746801	166747000	200	*	2	Intron (ENST00000510118.5/6196, intron 3 of 22)	6	166504599	166757911	253313	2	6196	ENST00000507371.5	10911	ENSG00000071242	RPS6KA2	ribosomal protein S6 kinase A2	9_EnhA1
chr7	36319601	36322000	2400	*	2	Exon (ENST00000561845.1/ENST00000561845.1, exon 1 of 1)	7	36287589	36299192	11604	1	80820	ENST00000468591.1	32012	ENSG00000122547	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	9_EnhA1
chr7	73644201	73645800	1600	*	2	Distal Intergenic	7	73597645	73624543	26899	2	51085	ENST00000453275.1	-19658	ENSG00000009950	MLXIPL	MLX interacting protein like	9_EnhA1
chr7	151441601	151443200	1600	*	3	Promoter (<=1kb)	7	151428835	151440813	11979	2	155051	ENST00000476631.5	-788	ENSG00000127377	CRYGN	crystallin gamma N	9_EnhA1
chr7	151501801	151503400	1600	*	2	Exon (ENST00000478788.1/ENST00000478788.1, exon 1 of 1)	7	151471400	151518069	46670	2	6009	ENST00000470370.1	14669	ENSG00000106615	RHEB	Ras homolog, mTORC1 binding	9_EnhA1
chr7	157092601	157094000	1400	*	2	Distal Intergenic	7	157138916	157189296	50381	1	9690	ENST00000611269.4	-44916	ENSG00000009335	UBE3C	ubiquitin protein ligase E3C	9_EnhA1
chr8	27252401	27253000	600	*	2	Intron (ENST00000350889.8/81551, intron 1 of 6)	8	27235323	27258386	23064	2	81551	ENST00000350889.8	5386	ENSG00000015592	STMN4	stathmin 4	9_EnhA1
chr8	132936001	132937200	1200	*	2	Intron (ENST00000220616.9/7038, intron 25 of 47)	8	132919440	133134827	215388	1	7038	ENST00000519178.5	16561	ENSG00000042832	TG	thyroglobulin	9_EnhA1
chr8	134315001	134316400	1400	*	2	Intron (ENST00000661266.1/ENST00000661266.1, intron 1 of 2)	8	134478222	134510182	31961	2	57623	ENST00000521673.5	193782	ENSG00000066827	ZFAT	zinc finger and AT-hook domain containing	9_EnhA1
chr9	21831401	21833600	2200	*	2	Intron (ENST00000644715.2/4507, intron 4 of 7)	9	21854724	21931199	76476	1	4507	ENST00000577563.1	-21124	ENSG00000099810	MTAP	methylthioadenosine phosphorylase	9_EnhA1
chr9	117247001	117247600	600	*	2	Intron (ENST00000313400.9/23245, intron 2 of 22)	9	116425228	117214553	789326	2	23245	ENST00000373986.7	-32448	ENSG00000148219	ASTN2	astrotactin 2	9_EnhA1
chr9	123687801	123690000	2200	*	2	Intron (ENST00000473039.5/57706, intron 4 of 17)	9	123401810	123676791	274982	2	57706	ENST00000394215.6	-11010	ENSG00000119522	DENND1A	DENN domain containing 1A	9_EnhA1
chr9	134584601	134586000	1400	*	5	Distal Intergenic	9	134641803	134844843	203041	1	1289	ENST00000371817.8	-55803	ENSG00000130635	COL5A1	collagen type V alpha 1 chain	9_EnhA1
chr1	24861401	24862000	600	*	4	Distal Intergenic	1	24919345	24919416	72	2	102465437	ENST00000614863.1	57416	ENSG00000278034	MIR6731	microRNA 6731	8_EnhG2
chr1	27158401	27158600	200	*	2	Intron (ENST00000374084.2/6548, intron 1 of 3)	1	27098809	27155125	56317	2	6548	ENST00000263980.8	-3276	ENSG00000090020	SLC9A1	solute carrier family 9 member A1	8_EnhG2
chr1	150124401	150131800	7400	*	2	Intron (ENST00000643970.1/11311, intron 14 of 14)	1	150109175	150144925	35751	1	11311	ENST00000618148.1	15226	ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog	8_EnhG2
chr1	198647601	198649400	1800	*	2	Intron (ENST00000367379.6/5788, intron 2 of 6)	1	198639288	198703346	64059	1	5788	ENST00000427110.6	8313	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2
chr10	3817601	3824800	7200	*	6	Distal Intergenic	10	3833950	3834728	779	1	105376365	ENST00000413339.1	-9150	ENSG00000230573	LINC02639	long intergenic non-protein coding RNA 2639	8_EnhG2
chr11	65209801	65211400	1600	*	2	Promoter (<=1kb)	11	65209144	65212006	2863	1	823	ENST00000530567.1	657	ENSG00000014216	CAPN1	calpain 1	8_EnhG2
chr11	67051601	67053000	1400	*	3	Downstream (<1kb)	11	67056847	67072017	15171	1	29984	ENST00000308831.7	-3847	ENSG00000173156	RHOD	ras homolog family member D	8_EnhG2
chr12	94676401	94676800	400	*	4	Distal Intergenic	12	94567122	94650557	83436	2	57458	ENST00000261226.9	-25844	ENSG00000057704	TMCC3	transmembrane and coiled-coil domain family 3	8_EnhG2
chr12	124940801	124941600	800	*	2	Distal Intergenic	12	124947601	124948615	1015	2	57647	ENST00000507267.2	7015	ENSG00000150990	DHX37	DEAH-box helicase 37	8_EnhG2
chr16	84627401	84629400	2000	*	3	Distal Intergenic	16	84565596	84618078	52483	2	23406	ENST00000262428.5	-9323	ENSG00000103187	COTL1	coactosin like F-actin binding protein 1	8_EnhG2
chr16	85936601	85941000	4400	*	2	Promoter (<=1kb)	16	85935281	85936223	943	2	107984811	ENST00000598933.1	-378	NA	LINC02132	long intergenic non-protein coding RNA 2132	8_EnhG2
chr16	85943001	85951000	8000	*	3	Exon (ENST00000646214.1/105371388, exon 2 of 4)	16	85935281	85936223	943	2	107984811	ENST00000598933.1	-6778	NA	LINC02132	long intergenic non-protein coding RNA 2132	8_EnhG2
chr17	37033401	37034400	1000	*	2	Promoter (<=1kb)	17	37033745	37033813	69	1	100422969	ENST00000617113.1	0	ENSG00000276326	MIR2909	microRNA 2909	8_EnhG2
chr17	55058201	55060000	1800	*	2	Intron (ENST00000376352.6/252983, intron 12 of 17)	17	55030807	55043375	12569	1	252983	ENST00000468837.1	27394	ENSG00000166263	STXBP4	syntaxin binding protein 4	8_EnhG2
chr17	57915601	57918800	3200	*	6	Intron (ENST00000579285.1/107985065, intron 1 of 1)	17	57912364	57915139	2776	1	107985065	ENST00000580184.1	3237	NA	LOC107985065	uncharacterized LOC107985065	8_EnhG2
chr17	75473401	75473800	400	*	2	Promoter (2-3kb)	17	75476498	75499744	23247	1	9772	ENST00000375248.9	-2698	ENSG00000177728	TMEM94	transmembrane protein 94	8_EnhG2
chr17	80544801	80545800	1000	*	6	Promoter (<=1kb)	17	80544819	80858124	313306	1	57521	ENST00000574767.5	0	ENSG00000141564	RPTOR	regulatory associated protein of MTOR complex 1	8_EnhG2
chr17	80581801	80582200	400	*	2	Intron (ENST00000574767.5/57521, intron 1 of 11)	17	80545666	80593805	48140	1	57521	ENST00000573746.1	36135	ENSG00000141564	RPTOR	regulatory associated protein of MTOR complex 1	8_EnhG2
chr18	74114001	74114800	800	*	3	Intron (ENST00000583443.5/201456, intron 8 of 9)	18	74073444	74123510	50067	2	201456	ENST00000580088.1	8710	ENSG00000141665	FBXO15	F-box protein 15	8_EnhG2
chr2	16802201	16804800	2600	*	2	Distal Intergenic	2	16564024	16666331	102308	2	81553	ENST00000451689.1	-135870	ENSG00000197872	CYRIA	CYFIP related Rac1 interactor A	8_EnhG2
chr21	43221601	43222800	1200	*	2	Distal Intergenic	21	43170227	43172638	2412	1	1409	ENST00000468016.1	51374	ENSG00000160202	CRYAA	crystallin alpha A	8_EnhG2
chr3	172228601	172237800	9200	*	3	Exon (ENST00000484215.3/ENST00000484215.3, exon 1 of 1)	3	172306936	172310927	3992	1	64778	ENST00000483344.1	-69136	ENSG00000075420	FNDC3B	fibronectin type III domain containing 3B	8_EnhG2
chr6	28887001	28888800	1800	*	2	Distal Intergenic	6	28896530	28897322	793	1	414760	ENST00000444986.1	-7730	ENSG00000224157	HCG14	HLA complex group 14	8_EnhG2
chr7	2563801	2568600	4800	*	2	Promoter (<=1kb)	7	2566559	2578355	11797	1	23288	ENST00000422276.3	0	ENSG00000106012	IQCE	IQ motif containing E	8_EnhG2
chr7	5740201	5741400	1200	*	2	Promoter (<=1kb)	7	5729530	5739492	9963	2	54476	ENST00000479541.1	-709	ENSG00000011275	RNF216	ring finger protein 216	8_EnhG2
chr8	28973201	28974600	1400	*	2	Promoter (2-3kb)	8	28970436	29018899	48464	1	79618	ENST00000518080.2	2765	ENSG00000147421	HMBOX1	homeobox containing 1	8_EnhG2
chr8	141568201	141568800	600	*	2	Distal Intergenic	8	141433832	141507230	73399	2	389690	ENST00000430863.5	-60971	ENSG00000226807	MROH5	maestro heat like repeat family member 5 (gene/pseudogene)	8_EnhG2
chr8	142192201	142193200	1000	*	2	Distal Intergenic	8	142198356	142209003	10648	1	619434	ENST00000517704.1	-5156	ENSG00000254008	LINC00051	long intergenic non-protein coding RNA 51	8_EnhG2
chr8	145002001	145004200	2200	*	2	Promoter (<=1kb)	8	144973589	145002894	29306	2	286101	ENST00000426361.6	0	ENSG00000196922	ZNF252P	zinc finger protein 252, pseudogene	8_EnhG2
chr1	43228201	43228600	400	*	2	Intron (ENST00000610710.4/149465, intron 18 of 23)	1	43215356	43222278	6923	1	149465	ENST00000428122.1	12845	ENSG00000243710	CFAP57	cilia and flagella associated protein 57	7_EnhG1
chr10	75527401	75531000	3600	*	2	Intron (ENST00000611255.5/83938, intron 2 of 6)	10	75552458	75552553	96	1	693191	ENST00000384851.1	-21458	ENSG00000207583	MIR606	microRNA 606	7_EnhG1
chr10	135123201	135123400	200	*	2	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-1496406	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	7_EnhG1
chr12	132381801	132382200	400	*	2	Distal Intergenic	12	132329850	132331575	1726	1	101928416	ENST00000537720.1	51951	ENSG00000255916	LOC101928416	uncharacterized LOC101928416	7_EnhG1
chr14	51710601	51713200	2600	*	2	Promoter (<=1kb)	14	51712513	51720525	8013	1	122786	ENST00000555197.1	0	ENSG00000139926	FRMD6	FERM domain containing 6	7_EnhG1
chr14	95942201	95942600	400	*	3	Distal Intergenic	14	95876819	95923055	46237	1	100507043	ENST00000554321.1	65382	ENSG00000250366	TUNAR	TCL1 upstream neural differentiation-associated RNA	7_EnhG1
chr14	103415201	103416200	1000	*	2	Promoter (1-2kb)	14	103417273	103465706	48434	1	4140	ENST00000558698.5	-1073	ENSG00000075413	MARK3	microtubule affinity regulating kinase 3	7_EnhG1
chr15	42693601	42694200	600	*	2	Exon (ENST00000290607.12/57519, exon 23 of 33)	15	42689595	42720859	31265	1	57519	ENST00000562619.1	4006	ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	7_EnhG1
chr16	15731201	15735200	4000	*	3	3' UTR	16	15712896	15725138	12243	2	4629	ENST00000571275.1	-6063	ENSG00000133392	MYH11	myosin heavy chain 11	7_EnhG1
chr16	30490601	30495600	5000	*	2	Promoter (<=1kb)	16	30496432	30504219	7788	1	3683	ENST00000568987.1	-832	ENSG00000005844	ITGAL	integrin subunit alpha L	7_EnhG1
chr16	85074801	85075600	800	*	2	Promoter (1-2kb)	16	85077460	85088403	10944	1	9764	ENST00000562580.5	-1860	ENSG00000135709	KIAA0513	KIAA0513	7_EnhG1
chr16	88906001	88908600	2600	*	2	Intron (ENST00000327483.9/863, intron 1 of 10)	16	88892285	88902515	10231	2	863	ENST00000562719.5	-3486	ENSG00000129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	7_EnhG1
chr17	4619601	4623600	4000	*	2	Exon (ENST00000410497.1/ENST00000410497.1, exon 1 of 1)	17	4610449	4617650	7202	1	400568	ENST00000573270.1	9152	ENSG00000261863	LINC01996	long intergenic non-protein coding RNA 1996	7_EnhG1
chr17	40487001	40490600	3600	*	3	Exon (ENST00000254051.11/84951, exon 3 of 13)	17	40475828	40480875	5048	2	84951	ENST00000394072.7	-6126	ENSG00000131746	TNS4	tensin 4	7_EnhG1
chr17	74557401	74559400	2000	*	3	Distal Intergenic	17	74560701	74567343	6643	2	100130520	ENST00000641710.1	7943	ENSG00000284690	CD300H	CD300H molecule (gene/pseudogene)	7_EnhG1
chr17	76892401	76901800	9400	*	2	Intron (ENST00000569840.7/146664, intron 3 of 17)	17	76872711	76949447	76737	1	146664	ENST00000565043.5	19690	ENSG00000167889	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	7_EnhG1
chr19	50057601	50058600	1000	*	2	Intron (ENST00000527209.1/400710, intron 1 of 2)	19	50050589	50066793	16205	1	400710	ENST00000527209.1	7012	ENSG00000204666	LOC400710	uncharacterized LOC400710	7_EnhG1
chr2	231067401	231068000	600	*	2	Promoter (<=1kb)	2	231066906	231075566	8661	1	5707	ENST00000444007.2	495	ENSG00000173692	PSMD1	proteasome 26S subunit, non-ATPase 1	7_EnhG1
chr2	240071601	240082000	10400	*	2	Exon (ENST00000426985.1/ENST00000426985.1, exon 1 of 2)	2	240045077	240047027	1951	2	150681	ENST00000641019.1	-24574	ENSG00000178586	OR6B3	olfactory receptor family 6 subfamily B member 3	7_EnhG1
chr21	45506201	45509000	2800	*	2	Promoter (<=1kb)	21	45506019	45512567	6549	1	80781	ENST00000473212.1	182	ENSG00000182871	COL18A1	collagen type XVIII alpha 1 chain	7_EnhG1
chr22	40685201	40686800	1600	*	2	Downstream (2-3kb)	22	40680107	40681412	1306	1	2847	ENST00000465662.1	5094	ENSG00000128285	MCHR1	melanin concentrating hormone receptor 1	7_EnhG1
chr22	46472401	46473200	800	*	2	Intron (ENST00000262738.9/9620, intron 1 of 34)	22	46530308	46534200	3893	2	9620	ENST00000497509.1	61000	ENSG00000075275	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	7_EnhG1
chr4	48135801	48136600	800	*	2	Promoter (1-2kb)	4	48066393	48134250	67858	2	7294	ENST00000264316.9	-1551	ENSG00000074966	TXK	TXK tyrosine kinase	7_EnhG1
chr5	32395001	32396200	1200	*	2	Promoter (<=1kb)	5	32394378	32394475	98	2	693164	ENST00000385221.1	-526	ENSG00000207956	MIR579	microRNA 579	7_EnhG1
chr5	150519801	150525400	5600	*	2	5' UTR	5	150508131	150558211	50081	1	3340	ENST00000261797.7	11670	ENSG00000070614	NDST1	N-deacetylase and N-sulfotransferase 1	7_EnhG1
chr6	30171601	30175800	4200	*	2	Promoter (1-2kb)	6	30170313	30171097	785	1	89870	ENST00000477944.1	1288	ENSG00000204610	TRIM15	tripartite motif containing 15	7_EnhG1
chr7	960201	960600	400	*	4	Intron (ENST00000457254.5/11033, intron 2 of 11)	7	897901	955407	57507	2	11033	ENST00000539900.5	-4794	ENSG00000105963	ADAP1	ArfGAP with dual PH domains 1	7_EnhG1
chr7	50426601	50429600	3000	*	2	Distal Intergenic	7	50446995	50449695	2701	2	63979	ENST00000440350.5	20095	ENSG00000132436	FIGNL1	fidgetin like 1	7_EnhG1
