enhancerid	seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup	attributes
GH01J182348	chr1	182350601	182357600	7000	*	1	Distal Intergenic	1	182384415	182385939	1525	2	2752	ENST00000461447.1	28339	ENSG00000135821	GLUL	glutamate-ammonia ligase	7_EnhG1	GH01J182348;TEDDM1:15.51;GLUL:15.25;RNU6-152P:12.04;RPL18P2:12.04;LINC01344:0.66;EIF1P3:0.41;ZNF648:0.06
GH01J182357	chr1	182350601	182357600	7000	*	1	Distal Intergenic	1	182384415	182385939	1525	2	2752	ENST00000461447.1	28339	ENSG00000135821	GLUL	glutamate-ammonia ligase	7_EnhG1	GH01J182357;HSALNG0141968:250.66;RNU6-152P:11.63;RPL18P2:11.63;GLUL:11.52;TEDDM1:11.07;HSALNG0008907:0.41;ZNF648:0.06
GH01J183514	chr1	183515201	183536000	20800	*	1	Promoter (<=1kb)	1	183518616	183529517	10902	1	9887	ENST00000507406.1	0	ENSG00000116698	SMG7	SMG7 nonsense mediated mRNA decay factor	7_EnhG1	GH01J183514;NCF2:11.32;piR-57338:0.41;SMG7:0.27;SMG7-AS1:0.27
GH01J183516	chr1	183515201	183536000	20800	*	1	Promoter (<=1kb)	1	183518616	183529517	10902	1	9887	ENST00000507406.1	0	ENSG00000116698	SMG7	SMG7 nonsense mediated mRNA decay factor	7_EnhG1	GH01J183516;NCF2:11.32;piR-57338:0.41;SMG7:0.27;SMG7-AS1:0.27
GH01J183520	chr1	183515201	183536000	20800	*	1	Promoter (<=1kb)	1	183518616	183529517	10902	1	9887	ENST00000507406.1	0	ENSG00000116698	SMG7	SMG7 nonsense mediated mRNA decay factor	7_EnhG1	GH01J183520;SMG7-AS1:17.06;piR-57338:0.45;SMG7:0.26;NCF2:0.18
GH01J184597	chr1	184598201	184598600	400	*	1	3' UTR	1	184590748	184599609	8862	1	81563	ENST00000477517.1	7453	ENSG00000116667	C1orf21	chromosome 1 open reading frame 21	11_EnhWk	GH01J184597;C1orf21:16.64;NONHSAG003711.2:0.45;piR-50522:0.31;EDEM3:0.10
GH01J185346	chr1	185346401	185347000	600	*	1	Distal Intergenic	1	185331257	185335039	3783	2	100288079	ENST00000565520.1	-11362	ENSG00000261024	GS1-279B7.1	microtubule associated protein 1 light chain 3 beta pseudogene	9_EnhA1	GH01J185346;SWT1:2.99;IVNS1ABP:2.52;RNF2:2.21;lnc-HMCN1-2:0.41;lnc-IVNS1ABP-1:0.41;CBSLR:0.32;ENSG00000273004:0.32;HMCN1:0.05
GH01J185408	chr1	185408801	185409600	800	*	1	Distal Intergenic	1	185331257	185335039	3783	2	100288079	ENST00000565520.1	-73762	ENSG00000261024	GS1-279B7.1	microtubule associated protein 1 light chain 3 beta pseudogene	10_EnhA2	GH01J185408;IVNS1ABP:10.59;ENSG00000238061:4.93;HSALNG0009061:0.45;piR-46501-004:0.45;lnc-HMCN1-2:0.24;lnc-IVNS1ABP-5:0.16;HMCN1:0.05
GH01J185483	chr1	185489201	185490200	1000	*	1	Distal Intergenic	1	185558376	185628492	70117	2	101929093	ENST00000665129.1	138292	ENSG00000228309	LINC01350	long intergenic non-protein coding RNA 1350	9_EnhA1	GH01J185483;IVNS1ABP:14.73;SWT1:7.62;RNF2:4.57;HSALNG0009066:0.45;LOC107985239:0.45;HSALNG0009068:0.41;lnc-IVNS1ABP-5:0.37;GS1-204I12.4:0.21;HSALNG0009061:0.21;lnc-HMCN1-2:0.13;HMCN1:0.06
GH01J185536	chr1	185536001	185538800	2800	*	1	Distal Intergenic	1	185558376	185628492	70117	2	101929093	ENST00000665129.1	89692	ENSG00000228309	LINC01350	long intergenic non-protein coding RNA 1350	9_EnhA1	GH01J185536;piR-44133-005:250.66;IVNS1ABP:10.77;ENSG00000279401:0.37;LOC107985239:0.23;GS1-204I12.4:0.13;HSALNG0009061:0.13;lnc-HMCN1-2:0.09;HMCN1:0.08
GH01J192445	chr1	192446001	192446400	400	*	1	Intron (ENST00000642855.1/105371664, intron 7 of 7)	1	192167786	192392914	225129	2	105371662	ENST00000643151.1	-53087	NA	LOC105371662	uncharacterized LOC105371662	11_EnhWk	GH01J192445;piR-60140-002:0.32;piR-39099-023:0.24;RGS21:0.13;RGS1:0.12;CM034951-462:0.04
GH01J192913	chr1	192914001	192915200	1200	*	1	Intron (ENST00000644134.1/105371665, intron 1 of 6)	1	192491452	192925715	434264	2	105371665	ENST00000644134.1	10515	NA	LOC105371665	uncharacterized LOC105371665	9_EnhA1	GH01J192913;HSALNG0009306:0.45;CM034951-462:0.41;HSALNG0009267:0.27;RGS2-AS1:0.26;RGS2:0.15;RO60:0.11
GH01J192914	chr1	192914001	192915200	1200	*	1	Intron (ENST00000644134.1/105371665, intron 1 of 6)	1	192491452	192925715	434264	2	105371665	ENST00000644134.1	10515	NA	LOC105371665	uncharacterized LOC105371665	9_EnhA1	GH01J192914;HSALNG0009306:0.45;CM034951-462:0.41;HSALNG0009267:0.27;RGS2-AS1:0.26;RGS2:0.14;RO60:0.11
GH01J197143	chr1	197143001	197143600	600	*	1	Promoter (2-3kb)	1	197084324	197146437	62114	2	259266	ENST00000680710.1	2837	ENSG00000066279	ASPM	assembly factor for spindle microtubules	7_EnhG1	GH01J197143;CRB1:10.76;ZBTB41:10.76;CFHR3:8.93;ASPM:0.66;lnc-ZBTB41-2:0.66;lnc-ZBTB41-8:0.66;SEPTIN14P12:0.66;lnc-ZBTB41-1:0.21;F13B:0.19
GH01J198617	chr1	198617401	198619600	2200	*	1	Distal Intergenic	1	198638457	198708157	69701	1	5788	ENST00000367379.6	-18857	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2	GH01J198617;PTPRC:30.50;NEK7:1.13;LOC124904478:0.35;ATP6V1G3:0.18
GH01J198628	chr1	198629801	198630400	600	*	1	Distal Intergenic	1	198638457	198708157	69701	1	5788	ENST00000367379.6	-8057	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2	GH01J198628;PTPRC:0.45;LOC124904478:0.31;ATP6V1G3:0.17
GH01J198635	chr1	198636001	198639000	3000	*	1	Promoter (<=1kb)	1	198638457	198708157	69701	1	5788	ENST00000367379.6	0	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2	GH01J198635;ATP6V1G3:11.48;PTPRC:0.66;LOC124904478:0.29
GH01J198636	chr1	198647601	198649400	1800	*	2	Intron (ENST00000367379.6/5788, intron 2 of 6)	1	198639288	198703346	64059	1	5788	ENST00000427110.6	8313	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2	GH01J198636;PTPRC:284.50;ATP6V1G3:10.93;ENSG00000225172:5.29;HSALNG0009505:0.45;NONHSAG003874.2:0.45;ENSG00000261573:0.35
GH01J198636	chr1	198636001	198639000	3000	*	1	Promoter (<=1kb)	1	198638457	198708157	69701	1	5788	ENST00000367379.6	0	ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	8_EnhG2	GH01J198636;PTPRC:284.50;ATP6V1G3:10.93;ENSG00000225172:5.29;HSALNG0009505:0.45;NONHSAG003874.2:0.45;ENSG00000261573:0.35
GH01J199009	chr1	199008801	199010800	2000	*	1	Intron (ENST00000427439.1/102800316, intron 1 of 2)	1	199016133	199076735	60603	1	104266961	ENST00000432488.1	-5333	ENSG00000235492	LINC01221	long intergenic non-protein coding RNA 1221	11_EnhWk	GH01J199009;ENSG00000225172:10.07;lnc-PTPRC-9:0.66;LINC01221:0.45;LINC01222:0.41;PTPRC:0.05
GH01J200335	chr1	200333201	200335200	2000	*	1	Exon (ENST00000637430.1/ENST00000637430.1, exon 1 of 6)	1	200342541	200373814	31274	2	554279	ENST00000367355.6	38614	ENSG00000203721	LINC00862	long intergenic non-protein coding RNA 862	11_EnhWk	GH01J200335;ENSG00000230623:250.66;lnc-NR5A2-5:250.66;lnc-NR5A2-7:0.41;LINC00862:0.21;ZNF281:0.19;NR5A2:0.06
GH01J200336	chr1	200335201	200336400	1200	*	1	Intron (ENST00000637430.1/ENST00000637430.1, intron 1 of 5)	1	200342541	200373814	31274	2	554279	ENST00000367355.6	37414	ENSG00000203721	LINC00862	long intergenic non-protein coding RNA 862	9_EnhA1	GH01J200336;lnc-NR5A2-5:250.66;ZNF281:11.04;ENSG00000230623:0.66;lnc-NR5A2-7:0.41;RF00017-432:0.41;LINC00862:0.21;NR5A2:0.05
GH01J200866	chr1	200865201	200866400	1200	*	1	Distal Intergenic	1	200872981	200874178	1198	1	2848	ENST00000304244.5	-6581	ENSG00000170128	GPR25	G protein-coupled receptor 25	11_EnhWk	GH01J200866;lnc-GPR25-1:250.66;DDX59-AS1:8.43;CAMSAP2:4.59;DDX59:4.29;GPR25:0.45;lnc-KIF21B-2:0.35
GH01J200984	chr1	200982601	200985000	2400	*	2	Exon (ENST00000332129.6/23046, exon 27 of 34)	1	201001407	201005590	4184	2	23046	ENST00000534043.1	20590	ENSG00000116852	KIF21B	kinesin family member 21B	11_EnhWk	GH01J200984;ENSG00000234132:29.07;IGFN1:9.95;piR-48356:0.41;MN308844:0.35;KIF21B:0.29;INAVA:0.16
GH01J201498	chr1	201504201	201504800	600	*	1	Promoter (1-2kb)	1	201488051	201506703	18653	2	1465	ENST00000529975.5	1903	ENSG00000159176	CSRP1	cysteine and glycine rich protein 1	9_EnhA1	GH01J201498;CSRP1:256.48;NAV1:24.48;IPO9-AS1:22.41;ELF3-AS1:21.12;RPS10P7:18.52;RNPEP:16.48;DDX59:12.28;IPO9:11.01;LMOD1:7.48;CM034951-479:0.66;CSRP1-AS1:0.66;lnc-PHLDA3-3:0.66;HSALNG0009658:0.37;PHLDA3:0.31
GH01J201511	chr1	201511201	201512000	800	*	1	Promoter (1-2kb)	1	201483926	201509456	25531	2	1465	ENST00000531916.5	-1745	ENSG00000159176	CSRP1	cysteine and glycine rich protein 1	9_EnhA1	GH01J201511;RPS10P7:17.88;PHLDA3:10.99;ENSG00000224818:10.98;ENSG00000236390:9.54;NAV1:5.53;CSRP1:0.66;lnc-NAV1-8-001:0.66;CM034951-479:0.45;CSRP1-AS1:0.45;LOC124904484:0.32
GH01J201704	chr1	201706201	201706600	400	*	1	Intron (ENST00000367302.5/89796, intron 3 of 29)	1	201719508	201719627	120	1	100847050	ENST00000577455.1	-12908	ENSG00000264802	MIR5191	microRNA 5191	11_EnhWk	GH01J201704;MN309174-014:0.45;MIR5191:0.41;CM034951-481:0.13;IPO9:0.13;IPO9-AS1:0.13;NAV1:0.10
GH01J201718	chr1	201718601	201720400	1800	*	1	Promoter (<=1kb)	1	201719508	201719627	120	1	100847050	ENST00000577455.1	0	ENSG00000264802	MIR5191	microRNA 5191	11_EnhWk	GH01J201718;MIR5191:250.66;GPR37L1:10.64;ENSG00000235121:10.48;IPO9:10.28;CAMSAP2:9.81;NAV1:7.65;RF00017-436:0.41;LOC124904483:0.23;CM034951-481:0.14;IPO9-AS1:0.14
GH01J202126	chr1	202127001	202128000	1000	*	1	Promoter (<=1kb)	1	202127027	202128168	1142	1	9283	ENST00000683457.1	0	ENSG00000170075	GPR37L1	G protein-coupled receptor 37 like 1	11_EnhWk	GH01J202126;HSALNG0142398:250.66;LOC105371683:250.66;GPR37L1:0.66;lnc-LGR6-8:0.66;ARL8A:0.37
GH01J202127	chr1	202127001	202128000	1000	*	1	Promoter (<=1kb)	1	202127027	202128168	1142	1	9283	ENST00000683457.1	0	ENSG00000170075	GPR37L1	G protein-coupled receptor 37 like 1	11_EnhWk	GH01J202127;HSALNG0142398:0.66;lnc-LGR6-8:0.66;LOC105371683:0.66;GPR37L1:0.45;ARL8A:0.37
GH01J203144	chr1	203155401	203156200	800	*	1	Promoter (2-3kb)	1	203152646	203166115	13470	1	134	ENST00000467253.1	2755	ENSG00000163485	ADORA1	adenosine A1 receptor	11_EnhWk	GH01J203144;ADORA1:6.45;RABIF:5.67;FMOD:1.41;ENSG00000224671:0.66;ENSG00000234775:0.35;MYBPH:0.32
GH01J203144	chr1	203145401	203148600	3200	*	1	Promoter (2-3kb)	1	203150632	203166749	16118	1	134	ENST00000472535.1	-2032	ENSG00000163485	ADORA1	adenosine A1 receptor	11_EnhWk	GH01J203144;ADORA1:6.45;RABIF:5.67;FMOD:1.41;ENSG00000224671:0.66;ENSG00000234775:0.35;MYBPH:0.32
GH01J203169	chr1	203170001	203171600	1600	*	1	Exon (ENST00000621380.1/4608, exon 5 of 13)	1	203167811	203175783	7973	2	4608	ENST00000621380.1	4183	ENSG00000133055	MYBPH	myosin binding protein H	11_EnhWk	GH01J203169;MYBPH:250.66;ADORA1:16.09;ENSG00000224671:11.57;ENSG00000229652:9.19;FMOD:9.19;UBE2T:4.74;CHI3L1:4.68;HSALNG0009777:0.66;HSALNG0009778:0.66;HSALNG0009776:0.45;lnc-CHI3L1-1:0.45
GH01J203349	chr1	203350801	203351800	1000	*	1	Promoter (<=1kb)	1	203340628	203351122	10495	2	2331	ENST00000354955.5	0	ENSG00000122176	FMOD	fibromodulin	11_EnhWk	GH01J203349;FMOD:270.47;lnc-FMOD-3:250.66;lnc-BTG2-2:0.66;BTG2:0.26
GH01J203378	chr1	203376401	203378800	2400	*	1	Distal Intergenic	1	203340661	203351758	11098	2	2331	ENST00000647586.1	-24643	ENSG00000122176	FMOD	fibromodulin	11_EnhWk	GH01J203378;ENSG00000229652:11.29;FMOD:11.29;OPTC:10.50;PRELP:10.46;ADORA1:10.24;MYOG:10.24;ENSG00000224671:9.45;RF00994-080:0.66;LOC102723529:0.45;LARP7P1:0.35;lnc-FMOD-5:0.35;lnc-BTG2-2:0.31
GH01J203475	chr1	203481401	203482800	1400	*	1	Intron (ENST00000343110.3/5549, intron 1 of 2)	1	203475806	203491352	15547	1	5549	ENST00000343110.3	5595	ENSG00000188783	PRELP	proline and arginine rich end leucine rich repeat protein	9_EnhA1	GH01J203475;PRELP:250.66;ZC3H11A:28.91;KLHL12:11.26;PPP1R15B-AS1:10.55;RABIF:5.53;OPTC:5.21;HSALNG0009805:0.45;HSALNG0009804:0.27
GH01J203647	chr1	203651601	203652400	800	*	3	Intron (ENST00000367218.7/493, intron 1 of 21)	1	203626832	203744081	117250	1	493	ENST00000357681.10	24769	ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	7_EnhG1	GH01J203647;ZC3H11A:26.06;SNRPE:23.42;MDM4:13.77;ATP2B4:13.17;ZBED6:11.13;SNORA77:10.49;OPTC:10.47;PPP1R15B:9.76;ENSG00000229652:9.08;FMOD:9.08;TUBA5P:4.43;BTG2:2.31;LAX1:1.47;lnc-FMOD-6:0.66;NSA2P1:0.66;RF00994-081:0.66;HSALNG0009817:0.45;lnc-LAX1-4:0.41
GH01J203710	chr1	203712201	203712800	600	*	1	Intron (ENST00000367218.7/493, intron 13 of 21)	1	203723897	203728310	4414	1	493	ENST00000458092.5	-11097	ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	7_EnhG1	GH01J203710;ATP2B4:11.55;LAX1:11.14;OPTC:11.00;PRELP:4.81;MN309039:0.45;piR-30475:0.45
GH01J204431	chr1	204435401	204435600	200	*	1	Exon (ENST00000443515.1/ENST00000443515.1, exon 2 of 3)	1	204431340	204432271	932	2	5287	ENST00000462752.1	-3130	ENSG00000133056	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	11_EnhWk	GH01J204431;PIK3C2B:23.66;PPP1R15B:12.29;lnc-PPP1R15B-1:0.66;lnc-PPP1R15B-3:0.41;LOC124904584:0.23;PPP1R15B-AS1:0.23
GH01J204482	chr1	204483401	204484400	1000	*	1	Intron (ENST00000367187.7/5287, intron 2 of 33)	1	204422630	204490346	67717	2	5287	ENST00000424712.6	5946	ENSG00000133056	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	9_EnhA1	GH01J204482;MDM4:7.40;LRRN2:6.54;PIK3C2B:6.30;LOC124904584:0.45;lnc-PPP1R15B-4:0.32;PPP1R15B:0.20
GH01J204511	chr1	204512201	204516200	4000	*	1	Promoter (<=1kb)	1	204516379	204558119	41741	1	4194	ENST00000367183.7	-179	ENSG00000198625	MDM4	MDM4 regulator of p53	7_EnhG1	GH01J204511;MDM4:330.14;lnc-PIK3C2B-2:250.66;ZC3H11A:77.24;SNRPE:71.82;GYG2P2:64.64;ZBED6:36.17;PPP1R15B:27.66;SOX13:24.85;PIK3C2B:18.29;LAX1:13.15;NFASC:12.85;RBBP5:12.64;CNTN2:12.59;SNRPGP10:11.23;RPL13AP11:10.27;LEMD1:9.77;ENSG00000236779:0.41;LRRN2:0.10
GH01J204959	chr1	204960601	204961000	400	*	1	Promoter (2-3kb)	1	204957695	204990563	32869	1	23114	ENST00000512826.5	2906	ENSG00000163531	NFASC	neurofascin	11_EnhWk	GH01J204959;CNTN2:11.07;HSALNG0009915:0.66;HSALNG0009913:0.45;NFASC:0.12
GH01J205144	chr1	205144401	205144800	400	*	1	3' UTR	1	205086142	205122015	35874	2	5929	ENST00000367164.1	-22386	ENSG00000117222	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	7_EnhG1	GH01J205144;piR-42952:250.66;DSTYK:26.58;TMCC2:21.37;RBBP5:12.63;TMCC2-AS1:10.97;NUAK2:9.98;ENSG00000236108:0.41;LOC124904585:0.41
GH01J205225	chr1	205230001	205231200	1200	*	1	Promoter (<=1kb)	1	205229732	205273343	43612	1	9911	ENST00000495538.5	269	ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2	11_EnhWk	GH01J205225;TMCC2:277.38;MDM4:41.11;ELK4:40.09;GYG2P2:39.37;PPP1R15B:29.17;DSTYK:18.43;TMCC2-AS1:8.33;CM034951-494:0.45;NUAK2:0.16
GH01J205231	chr1	205230001	205231200	1200	*	1	Promoter (<=1kb)	1	205229732	205273343	43612	1	9911	ENST00000495538.5	269	ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2	11_EnhWk	GH01J205231;TMCC2:0.66;CM034951-494:0.45;NUAK2:0.16
GH01J205629	chr1	205633201	205635000	1800	*	1	Promoter (1-2kb)	1	205607943	205632011	24069	2	2005	ENST00000357992.9	-1190	ENSG00000158711	ELK4	ETS transcription factor ELK4	11_EnhWk	GH01J205629;ELK4:256.48;lnc-MFSD4A-9:250.66;MFSD4A:15.95;RAB29:14.97;RNU6-418P:12.67;CDK18:10.59;NUCKS1:10.24;PM20D1:5.10;HSALNG0009959:0.45
GH01J206250	chr1	206257401	206263200	5800	*	2	Intron (ENST00000573034.8/23380, intron 2 of 22)	1	206214723	206392757	178035	1	23380	ENST00000572793.2	42678	ENSG00000266028	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	11_EnhWk	GH01J206250;ENSG00000261000:4.22;piR-46016-004:0.45;piR-33303-012:0.26;FAM72A:0.24;SRGAP2:0.24;IKBKE:0.07
GH01J206326	chr1	206325601	206328000	2400	*	1	Intron (ENST00000573034.8/23380, intron 3 of 22)	1	206312148	206392904	80757	1	23380	ENST00000604133.1	13453	ENSG00000266028	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	11_EnhWk	GH01J206326;ENSG00000229509:0.45;HSALNG0010021:0.37;FAM72A:0.13;SRGAP2:0.13;IKBKE:0.11
GH01J206727	chr1	206729001	206729600	600	*	3	Promoter (<=1kb)	1	206728934	206729470	537	1	9261	ENST00000493447.1	67	ENSG00000162889	MAPKAPK2	MAPK activated protein kinase 2	11_EnhWk	GH01J206727;MAPKAPK2:16.75;IL19:11.92;IL10:11.12;FCMR:10.63;PIGR:10.63;FCAMR:10.60;IL24:10.43;IL20:10.18;DYRK3:4.37;NONHSAG004099.2:0.66;HSALNG0010045:0.41
GH01J206752	chr1	206751201	206753600	2400	*	1	Distal Intergenic	1	206767602	206770575	2974	2	3586	ENST00000640756.1	16975	ENSG00000136634	IL10	interleukin 10	9_EnhA1	GH01J206752;HSALNG0142406:250.66;IL10:16.69;MAPKAPK2:10.61;IL20:10.56;ENSG00000199349:0.66;IL19:0.37
GH01J206753	chr1	206751201	206753600	2400	*	1	Distal Intergenic	1	206767602	206770575	2974	2	3586	ENST00000640756.1	16975	ENSG00000136634	IL10	interleukin 10	9_EnhA1	GH01J206753;HSALNG0142406:250.66;MAPKAPK2:29.41;IL10:11.72;IL24:10.92;IL20:10.57;PIGR:10.15;FCAMR:10.05;EIF2D:9.79;RASSF5:9.01;IL19:3.45;DYRK3:3.23;IKBKE:2.91;lnc-IL19-2:0.41
GH01J206757	chr1	206755601	206757400	1800	*	1	Distal Intergenic	1	206767602	206770575	2974	2	3586	ENST00000640756.1	13175	ENSG00000136634	IL10	interleukin 10	8_EnhG2	GH01J206757;IL24:10.38;IL20:10.32;MAPKAPK2:10.22;FCMR:6.19;IL10:3.05;IKBKE:2.83;RASSF5:1.26;HSALNG0142406:0.66;lnc-IL19-2:0.45;IL19:0.41
GH01J206884	chr1	206885601	206891600	6000	*	2	Distal Intergenic	1	206897443	206903480	6038	1	11009	ENST00000391929.7	-5843	ENSG00000162892	IL24	interleukin 24	11_EnhWk	GH01J206884;ENSG00000271680:10.56;IL24:0.41;lnc-FCMR-2:0.41;LOC105372879:0.41;HSALNG0010052:0.37;IL20:0.35
GH01J206889	chr1	206898201	206900200	2000	*	2	Promoter (<=1kb)	1	206897833	206902072	4240	1	11009	ENST00000480741.1	368	ENSG00000162892	IL24	interleukin 24	11_EnhWk	GH01J206889;IL24:252.63;LOC105372879:250.66;ENSG00000271680:12.56;RASSF5:2.47;CD55:2.27;MAPKAPK2:1.76;DYRK3:1.72;lnc-FCMR-2:0.66;HSALNG0010052:0.35;IL20:0.31
GH01J206889	chr1	206885601	206891600	6000	*	2	Distal Intergenic	1	206897443	206903480	6038	1	11009	ENST00000391929.7	-5843	ENSG00000162892	IL24	interleukin 24	11_EnhWk	GH01J206889;IL24:252.63;LOC105372879:250.66;ENSG00000271680:12.56;RASSF5:2.47;CD55:2.27;MAPKAPK2:1.76;DYRK3:1.72;lnc-FCMR-2:0.66;HSALNG0010052:0.35;IL20:0.31
GH01J206899	chr1	206898201	206900200	2000	*	2	Promoter (<=1kb)	1	206897833	206902072	4240	1	11009	ENST00000480741.1	368	ENSG00000162892	IL24	interleukin 24	11_EnhWk	GH01J206899;ENSG00000271680:12.66;IL20:11.31;PIGR:10.65;FCMR:10.60;FCAMR:10.59;RHEX:4.59;IL24:0.66;lnc-IL24-1:0.45
GH01J206911	chr1	206911001	206913600	2600	*	1	Promoter (1-2kb)	1	206904525	206909945	5421	2	9214	ENST00000474041.5	-1056	ENSG00000162894	FCMR	Fc fragment of IgM receptor	11_EnhWk	GH01J206911;IL20:11.47;PIGR:11.22;FCAMR:11.16;IL19:10.19;MAPKAPK2:9.70;piR-46238-001:0.66;FCMR:0.41;IL24:0.41;lnc-PIGR-3:0.41
GH01J206912	chr1	206911001	206913600	2600	*	1	Promoter (1-2kb)	1	206904525	206909945	5421	2	9214	ENST00000474041.5	-1056	ENSG00000162894	FCMR	Fc fragment of IgM receptor	11_EnhWk	GH01J206912;ENSG00000271680:15.92;IL20:11.47;PIGR:11.24;FCAMR:11.16;IL19:10.19;MAPKAPK2:9.70;IL24:7.23;lnc-PIGR-3:0.45;piR-46238-001:0.45;FCMR:0.41
GH01J206914	chr1	206916601	206918800	2200	*	1	Intron (ENST00000367091.8/9214, intron 1 of 7)	1	206905019	206921867	16849	2	9214	ENST00000628511.2	3067	ENSG00000162894	FCMR	Fc fragment of IgM receptor	11_EnhWk	GH01J206914;PIGR:11.31;FCAMR:11.24;ENSG00000271680:11.20;IL20:10.84;IL19:10.81;MAPKAPK2:10.20;FCMR:0.45;lnc-PIGR-3:0.45;piR-46238-001:0.45;IL24:0.37
GH01J206917	chr1	206916601	206918800	2200	*	1	Intron (ENST00000367091.8/9214, intron 1 of 7)	1	206905019	206921867	16849	2	9214	ENST00000628511.2	3067	ENSG00000162894	FCMR	Fc fragment of IgM receptor	11_EnhWk	GH01J206917;FCMR:268.59;HSALNG0010058:250.66;lnc-FCMR-1:250.66;lnc-PIGR-3:250.66;CDCA4P4:42.75;MAPKAPK2:34.43;EIF2D:22.45;ENSG00000271680:13.69;IKBKE:12.43;PIGR:11.93;FCAMR:11.84;IL24:11.21;IL20:10.99;RASSF5:10.85;IL19:10.81;HSALNG0010061:0.66;lnc-PIGR-1:0.66;lnc-FCMR-3:0.45
GH01J206929	chr1	206931001	206931600	600	*	1	Promoter (<=1kb)	1	206931434	206931833	400	2	5284	ENST00000487208.1	233	ENSG00000162896	PIGR	polymeric immunoglobulin receptor	11_EnhWk	GH01J206929;lnc-FCMR-3:250.66;ENSG00000271680:13.13;C4BPA:4.23;HSALNG0010061:0.66;FCMR:0.45;PIGR:0.41
GH01J206966	chr1	206970001	206970800	800	*	1	Promoter (<=1kb)	1	206957965	206970460	12496	2	83953	ENST00000324863.6	0	ENSG00000162897	FCAMR	Fc fragment of IgA and IgM receptor	11_EnhWk	GH01J206966;FCAMR:250.66;lnc-PIGR-4:250.66;PIGR:12.51;FCMR:12.24;IL20:10.52;IL24:10.36;IL10:10.10;MAPKAPK2:9.73;IL19:9.73;ENSG00000271680:9.71;C1orf116:9.68;HSALNG0010064:0.45;HSALNG0010065:0.31
GH01J206966	chr1	206970801	206971200	400	*	1	Promoter (<=1kb)	1	206957967	206970625	12659	2	83953	ENST00000400962.8	-176	ENSG00000162897	FCAMR	Fc fragment of IgA and IgM receptor	9_EnhA1	GH01J206966;FCAMR:250.66;lnc-PIGR-4:250.66;PIGR:12.51;FCMR:12.24;IL20:10.52;IL24:10.36;IL10:10.10;MAPKAPK2:9.73;IL19:9.73;ENSG00000271680:9.71;C1orf116:9.68;HSALNG0010064:0.45;HSALNG0010065:0.31
GH01J207001	chr1	207002201	207003200	1000	*	1	Distal Intergenic	1	207018522	207032756	14235	2	79098	ENST00000359470.6	29556	ENSG00000182795	C1orf116	chromosome 1 open reading frame 116	11_EnhWk	GH01J207001;HG984003:250.66;HSALNG0010066:250.66;TRP-TGG5-1:250.66;PIGR:11.37;FCMR:11.32;FCAMR:11.18;IL24:10.75;IL20:10.10;PFKFB2:9.68;MAPKAPK2:9.61;IL19:9.56;C4BPB:6.21;HSALNG0010065:0.66;C1orf116:0.32;HSALNG0010064:0.27
GH01J207001	chr1	207007001	207008400	1400	*	1	Distal Intergenic	1	207018522	207032756	14235	2	79098	ENST00000359470.6	24356	ENSG00000182795	C1orf116	chromosome 1 open reading frame 116	11_EnhWk	GH01J207001;HG984003:250.66;HSALNG0010066:250.66;TRP-TGG5-1:250.66;PIGR:11.37;FCMR:11.32;FCAMR:11.18;IL24:10.75;IL20:10.10;PFKFB2:9.68;MAPKAPK2:9.61;IL19:9.56;C4BPB:6.21;HSALNG0010065:0.66;C1orf116:0.32;HSALNG0010064:0.27
GH01J207239	chr1	207242201	207242800	600	*	2	Intron (ENST00000634239.1/ENST00000634239.1, intron 1 of 3)	1	207321532	207340766	19235	1	1604	ENST00000367063.6	-78732	ENSG00000196352	CD55	CD55 molecule (Cromer blood group)	10_EnhA2	GH01J207239;CD55:23.14;CR2:10.23;IL19:5.63;C4BPA:4.54;LINC02942:0.66;CM034951-501:0.45;LOC107985251:0.19
GH01J207454	chr1	207455201	207456000	800	*	1	Promoter (<=1kb)	1	207454651	207466756	12106	1	1380	ENST00000479186.1	550	ENSG00000117322	CR2	complement C3d receptor 2	9_EnhA1	GH01J207454;CR2:250.66;NONHSAG004130.2:0.37;CR1:0.27
