seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup
chr2	113478001	113482000	4000	*	3	Promoter (<=1kb)	2	113481518	113496121	14604	1	150472	ENST00000468417.1	0	ENSG00000136682	CBWD2	COBW domain containing 2	11_EnhWk
chr2	113543001	113545000	2000	*	2	Promoter (<=1kb)	2	113528413	113542694	14282	2	103344932	ENST00000446595.6	-307	ENSG00000231943	PGM5P4-AS1	PGM5P4 antisense RNA 1	11_EnhWk
chr2	113868401	113869000	600	*	2	Distal Intergenic	2	113890063	113931369	41307	1	10096	ENST00000443297.5	-21063	ENSG00000115091	ACTR3	actin related protein 3	11_EnhWk
chr2	119750201	119751600	1400	*	2	Distal Intergenic	2	119759922	119984899	224978	1	5775	ENST00000263708.7	-8322	ENSG00000088179	PTPN4	protein tyrosine phosphatase non-receptor type 4	11_EnhWk
chr2	136826201	136826600	400	*	2	Intron (ENST00000472720.5/80731, intron 1 of 3)	2	136882179	137677717	795539	1	80731	ENST00000272643.7	-55579	ENSG00000144229	THSD7B	thrombospondin type 1 domain containing 7B	11_EnhWk
chr2	145130401	145132800	2400	*	2	Intron (ENST00000653533.1/100505498, intron 4 of 5)	2	145171998	145182515	10518	1	100505498	ENST00000605238.3	-39198	NA	LOC100505498	uncharacterized LOC100505498	11_EnhWk
chr2	169402001	169402800	800	*	2	Distal Intergenic	2	169240750	169362534	121785	2	4036	ENST00000443831.1	-39467	ENSG00000081479	LRP2	LDL receptor related protein 2	11_EnhWk
chr2	170627201	170628000	800	*	2	Intron (ENST00000438642.6/140469, intron 33 of 33)	2	170640374	170695374	55001	2	100130256	ENST00000428156.1	67374	NA	LOC100130256	uncharacterized LOC100130256	11_EnhWk
chr2	173319601	173321200	1600	*	2	Distal Intergenic	2	173354820	173368904	14085	1	83879	ENST00000347703.7	-33620	ENSG00000144354	CDCA7	cell division cycle associated 7	11_EnhWk
chr2	190522401	190523200	800	*	2	Promoter (2-3kb)	2	190514452	190525325	10874	2	100131211	ENST00000444545.5	2125	ENSG00000189362	NEMP2	nuclear envelope integral membrane protein 2	11_EnhWk
chr2	207846801	207850000	3200	*	3	Intron (ENST00000427836.8/389072, intron 7 of 7)	2	207868582	207869915	1334	2	389072	ENST00000421964.1	19915	ENSG00000178385	PLEKHM3	pleckstrin homology domain containing M3	11_EnhWk
chr2	232536801	232538200	1400	*	2	Promoter (1-2kb)	2	232539692	232548115	8424	1	1146	ENST00000651502.1	-1492	ENSG00000196811	CHRNG	cholinergic receptor nicotinic gamma subunit	11_EnhWk
chr2	235903201	235903600	400	*	2	Intron (ENST00000304032.13/116987, intron 10 of 17)	2	235908842	236120246	211405	1	116987	ENST00000418654.1	-5242	ENSG00000157985	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	11_EnhWk
chr2	239045201	239047600	2400	*	4	Distal Intergenic	2	239053046	239066981	13936	2	9759	ENST00000430200.1	19381	ENSG00000068024	HDAC4	histone deacetylase 4	11_EnhWk
chr2	239478001	239480400	2400	*	2	Intron (ENST00000659636.1/ENST00000659636.1, intron 1 of 1)	2	239401805	239402364	560	1	101928111	ENST00000413029.1	76196	ENSG00000222020	HDAC4-AS1	HDAC4 antisense RNA 1	11_EnhWk
chr2	240205201	240206400	1200	*	2	Distal Intergenic	2	240139026	240144562	5537	2	150677	ENST00000391989.6	-60639	ENSG00000178602	OTOS	otospiralin	11_EnhWk
chr2	240499401	240500000	600	*	2	Promoter (<=1kb)	2	240480993	240500104	19112	2	51281	ENST00000407275.2	104	ENSG00000144504	ANKMY1	ankyrin repeat and MYND domain containing 1	11_EnhWk
chr2	241585601	241586200	600	*	3	Intron (ENST00000402136.5/51078, intron 4 of 4)	2	241584420	241602170	17751	2	51078	ENST00000321679.4	15970	ENSG00000176946	THAP4	THAP domain containing 4	11_EnhWk
chr2	242702201	242704400	2200	*	4	Distal Intergenic	2	242131842	242175997	44156	1	728323	ENST00000683938.1	570359	NA	LINC01881	long intergenic non-protein coding RNA 1881	11_EnhWk
chr2	242801801	242802600	800	*	4	Distal Intergenic	2	242131842	242175997	44156	1	728323	ENST00000683938.1	669959	NA	LINC01881	long intergenic non-protein coding RNA 1881	11_EnhWk
chr2	242954001	242954400	400	*	2	Distal Intergenic	2	242131842	242175997	44156	1	728323	ENST00000683938.1	822159	NA	LINC01881	long intergenic non-protein coding RNA 1881	11_EnhWk
chr20	897001	897200	200	*	2	Intron (ENST00000381922.5/51378, intron 1 of 8)	20	869900	916334	46435	2	51378	ENST00000381922.5	19134	ENSG00000101280	ANGPT4	angiopoietin 4	11_EnhWk
chr20	5669801	5671400	1600	*	3	Distal Intergenic	20	5544439	5611006	66568	2	56261	ENST00000379019.7	-58795	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1	11_EnhWk
chr20	8638801	8639400	600	*	2	Intron (ENST00000637919.1/23236, intron 4 of 32)	20	8649391	8652011	2621	1	23236	ENST00000475958.1	-9991	ENSG00000182621	PLCB1	phospholipase C beta 1	11_EnhWk
chr20	10844601	10845200	600	*	2	Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)	20	10889949	10896321	6373	2	101929413	ENST00000653164.1	51121	ENSG00000232900	LOC101929413	uncharacterized LOC101929413	11_EnhWk
chr20	19867001	19867200	200	*	4	Intron (ENST00000432334.2/54453, intron 3 of 3)	20	19886521	20002457	115937	1	54453	ENST00000648440.1	-19321	ENSG00000132669	RIN2	Ras and Rab interactor 2	11_EnhWk
chr20	20036601	20037200	600	*	4	Promoter (1-2kb)	20	20036006	20038452	2447	2	51340	ENST00000521379.1	1252	ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	11_EnhWk
chr20	30168601	30168800	200	*	2	Distal Intergenic	20	30278906	30289205	10300	2	400841	ENST00000380888.5	120405	NA	LINC01597	long intergenic non-protein coding RNA 1597	11_EnhWk
chr20	31191401	31192600	1200	*	2	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-65064	ENSG00000215547	DEFB115	defensin beta 115	11_EnhWk
chr20	36011201	36012400	1200	*	2	3' UTR	20	36045618	36051018	5401	2	647979	ENST00000565493.2	38618	ENSG00000260032	NORAD	non-coding RNA activated by DNA damage	11_EnhWk
chr20	36023801	36024800	1000	*	4	Intron (ENST00000373973.7/140894, intron 11 of 11)	20	36045618	36051018	5401	2	647979	ENST00000565493.2	26218	ENSG00000260032	NORAD	non-coding RNA activated by DNA damage	11_EnhWk
chr20	42185601	42187600	2000	*	4	Intron (ENST00000356100.6/11122, intron 16 of 30)	20	42014034	42015478	1445	2	105372622	ENST00000412348.1	-170123	NA	LOC105372622	uncharacterized LOC105372622	11_EnhWk
chr20	48533001	48534000	1000	*	2	Distal Intergenic	20	48471308	48472414	1107	1	105372645	ENST00000630976.1	61693	NA	LOC105372645	uncharacterized LOC105372645	11_EnhWk
chr20	48937401	48938200	800	*	2	Intron (ENST00000371917.5/10564, intron 1 of 38)	20	48952725	49019181	66457	1	10564	ENST00000680635.1	-14525	ENSG00000124198	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	11_EnhWk
chr20	62608801	62609600	800	*	2	Distal Intergenic	20	62601126	62603355	2230	2	105372712	ENST00000650706.1	-5446	NA	WI2-87327B8.2	uncharacterized WI2-87327B8.2	11_EnhWk
chr21	34496801	34497800	1000	*	3	Intron (ENST00000611936.1/3753, intron 1 of 1)	21	34449245	34511243	61999	2	3753	ENST00000399284.1	13443	ENSG00000180509	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	11_EnhWk
chr21	43545801	43547400	1600	*	3	Intron (ENST00000291560.7/11077, intron 8 of 8)	21	43565182	43565648	467	1	54145	ENST00000599962.2	-17782	ENSG00000234289	H2BS1	H2B.S histone 1	11_EnhWk
chr21	43655801	43659000	3200	*	3	Promoter (<=1kb)	21	43613851	43659470	45620	2	11077	ENST00000443485.1	470	ENSG00000160207	HSF2BP	heat shock transcription factor 2 binding protein	11_EnhWk
chr21	44010801	44011600	800	*	2	Promoter (<=1kb)	21	44012309	44106552	94244	1	7109	ENST00000291574.9	-709	ENSG00000160218	TRAPPC10	trafficking protein particle complex subunit 10	11_EnhWk
chr22	17955401	17956000	600	*	2	Intron (ENST00000441493.7/57553, intron 1 of 31)	22	17980868	17980961	94	2	693233	ENST00000385046.1	24961	ENSG00000207780	MIR648	microRNA 648	11_EnhWk
chr22	21320401	21322000	1600	*	2	Promoter (<=1kb)	22	21309821	21322854	13034	2	100996335	ENST00000416405.5	854	ENSG00000206142	FAM230H	family with sequence similarity 230 member H	11_EnhWk
chr22	22901601	22901800	200	*	2	Distal Intergenic	22	22887829	22895825	7997	1	100423062	ENST00000531372.1	13772	ENSG00000254709	IGLL5	immunoglobulin lambda like polypeptide 5	11_EnhWk
chr22	23159001	23162400	3400	*	3	3' UTR	22	23150113	23156311	6199	1	9609	ENST00000420895.1	8888	ENSG00000100228	RAB36	RAB36, member RAS oncogene family	11_EnhWk
chr22	23256201	23256800	600	*	2	Promoter (2-3kb)	22	23253960	23285114	31155	1	613	ENST00000427791.1	2241	ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	11_EnhWk
chr22	24821201	24823600	2400	*	6	Intron (ENST00000610372.4/129049, intron 2 of 24)	22	24806319	24925137	118819	1	129049	ENST00000400359.4	14882	ENSG00000167037	SGSM1	small G protein signaling modulator 1	11_EnhWk
chr22	24861401	24862600	1200	*	2	Intron (ENST00000610372.4/129049, intron 9 of 24)	22	24844741	24924593	79853	1	129049	ENST00000480523.1	16660	ENSG00000167037	SGSM1	small G protein signaling modulator 1	11_EnhWk
chr22	36563001	36563400	400	*	3	3' UTR	22	36523115	36529184	6070	2	8664	ENST00000432675.4	-33817	ENSG00000100353	EIF3D	eukaryotic translation initiation factor 3 subunit D	11_EnhWk
chr22	37296001	37298400	2400	*	2	Promoter (2-3kb)	22	37300882	37303295	2414	1	27128	ENST00000447919.1	-2482	ENSG00000100055	CYTH4	cytohesin 4	11_EnhWk
chr22	37474601	37476000	1400	*	2	Promoter (<=1kb)	22	37469513	37474564	5052	2	4242	ENST00000454291.1	-37	ENSG00000100060	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	11_EnhWk
chr22	43511001	43513200	2200	*	2	Promoter (2-3kb)	22	43516107	43537117	21011	1	100874197	ENST00000431327.4	-2907	NA	EFCAB6-AS1	EFCAB6 antisense RNA 1	11_EnhWk
chr22	43524401	43525600	1200	*	2	Intron (ENST00000431327.4/100874197, intron 2 of 2)	22	43528780	43532061	3282	2	64800	ENST00000477145.1	6461	ENSG00000186976	EFCAB6	EF-hand calcium binding domain 6	11_EnhWk
chr22	47145801	47147200	1400	*	2	Intron (ENST00000380995.5/25771, intron 13 of 13)	22	47115838	47117217	1380	2	100128818	ENST00000623531.1	-28584	NA	LPEQ6126	uncharacterized LOC100128818	11_EnhWk
chr22	50499001	50499800	800	*	2	Distal Intergenic	22	50503261	50505257	1997	2	91289	ENST00000504717.1	5457	ENSG00000100258	LMF2	lipase maturation factor 2	11_EnhWk
chr3	11675201	11676200	1000	*	3	Intron (ENST00000273038.7/9686, intron 2 of 5)	3	11702696	11703034	339	2	9686	ENST00000638314.1	26834	ENSG00000144560	VGLL4	vestigial like family member 4	11_EnhWk
chr3	42200801	42202000	1200	*	4	Exon (ENST00000673621.2/22906, exon 13 of 17)	3	42193077	42202754	9678	1	22906	ENST00000427771.1	7724	ENSG00000182606	TRAK1	trafficking kinesin protein 1	11_EnhWk
chr3	43072601	43073200	600	*	2	Distal Intergenic	3	43087479	43088068	590	1	107986079	ENST00000457115.1	-14279	NA	LOC107986079	uncharacterized LOC107986079	11_EnhWk
chr3	46277601	46278400	800	*	2	Distal Intergenic	3	46263390	46265365	1976	1	1232	ENST00000475150.1	14211	ENSG00000183625	CCR3	C-C motif chemokine receptor 3	11_EnhWk
chr3	52039601	52040400	800	*	2	Distal Intergenic	3	52051632	52056165	4534	2	1849	ENST00000469623.1	15765	ENSG00000164086	DUSP7	dual specificity phosphatase 7	11_EnhWk
chr3	52099201	52100200	1000	*	3	Intron (ENST00000296484.7/25886, intron 9 of 10)	3	52048919	52056571	7653	2	1849	ENST00000495880.2	-42630	ENSG00000164086	DUSP7	dual specificity phosphatase 7	11_EnhWk
chr3	53780401	53781400	1000	*	2	Intron (ENST00000637424.1/776, intron 37 of 46)	3	53785516	53800344	14829	1	776	ENST00000637589.2	-4116	ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	11_EnhWk
chr3	58182201	58182600	400	*	2	Intron (ENST00000636329.1/ENST00000636329.1, intron 1 of 1)	3	58162547	58170636	8090	2	105377105	ENST00000488720.1	-11565	ENSG00000244161	FLNB-AS1	FLNB antisense RNA 1	11_EnhWk
chr3	58200401	58200600	200	*	2	Intron (ENST00000486455.5/1776, intron 4 of 6)	3	58192628	58204823	12196	2	1776	ENST00000477209.5	4223	ENSG00000163687	DNASE1L3	deoxyribonuclease 1 like 3	11_EnhWk
chr3	58522801	58524200	1400	*	2	Promoter (<=1kb)	3	58505136	58522987	17852	2	8309	ENST00000481527.5	0	ENSG00000168306	ACOX2	acyl-CoA oxidase 2	11_EnhWk
chr3	59803401	59804800	1400	*	2	Intron (ENST00000492590.6/2272, intron 8 of 9)	3	59809269	59811310	2042	1	105377110	ENST00000655190.1	-4469	NA	CFAP20DC-DT	CFAP20DC divergent transcript	11_EnhWk
chr3	72305001	72305400	400	*	2	Intron (ENST00000671101.1/105377158, intron 1 of 2)	3	72301616	72319429	17814	2	105377158	ENST00000671101.1	14029	NA	LOC105377158	uncharacterized LOC105377158	11_EnhWk
chr3	81888001	81889400	1400	*	2	Intron (ENST00000654999.1/105377179, intron 2 of 7)	3	81840551	81872625	32075	1	105377178	ENST00000657414.1	47450	NA	LOC105377178	uncharacterized LOC105377178	11_EnhWk
chr3	99832601	99833200	600	*	2	3' UTR	3	99817912	100041396	223485	1	105374010	ENST00000496116.1	14689	NA	LOC105374010	uncharacterized LOC105374010	11_EnhWk
chr3	112218201	112218800	600	*	2	Intron (ENST00000305815.10/285335, intron 14 of 28)	3	112141216	112286879	145664	2	285335	ENST00000471295.1	68079	ENSG00000172139	SLC9C1	solute carrier family 9 member C1	11_EnhWk
chr3	128689401	128691000	1600	*	2	Promoter (2-3kb)	3	128693669	128814797	121129	1	7879	ENST00000676214.1	-2669	ENSG00000075785	RAB7A	RAB7A, member RAS oncogene family	11_EnhWk
chr3	130539601	130540600	1000	*	2	Distal Intergenic	3	130560334	130678155	117822	1	131873	ENST00000358511.10	-19734	ENSG00000206384	COL6A6	collagen type VI alpha 6 chain	11_EnhWk
chr3	151058401	151059000	600	*	2	Intron (ENST00000476886.5/116933, intron 1 of 4)	3	151085697	151122931	37235	1	116931	ENST00000469768.1	-26697	ENSG00000144893	MED12L	mediator complex subunit 12L	11_EnhWk
chr3	153942001	153942600	600	*	3	Intron (ENST00000488210.1/105374165, intron 1 of 3)	3	153730761	153980186	249426	2	105374165	ENST00000488210.1	37586	NA	LINC02006	long intergenic non-protein coding RNA 2006	11_EnhWk
chr3	184406201	184409600	3400	*	2	Intron (ENST00000643190.1/105374250, intron 1 of 4)	3	184401630	184439648	38019	1	105374250	ENST00000419960.1	4571	ENSG00000224153	LINC02054	long intergenic non-protein coding RNA 2054	11_EnhWk
chr3	185429001	185430600	1600	*	2	Promoter (<=1kb)	3	185428497	185447947	19451	1	9175	ENST00000439882.1	504	ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	11_EnhWk
chr3	187881801	187882600	800	*	2	Distal Intergenic	3	187932764	187946221	13458	2	105374265	ENST00000413056.1	63621	NA	LOC105374265	uncharacterized LOC105374265	11_EnhWk
chr3	194500001	194501200	1200	*	3	Promoter (1-2kb)	3	194402672	194498364	95693	2	79572	ENST00000439040.5	-1637	ENSG00000133657	ATP13A3	ATPase 13A3	11_EnhWk
chr3	194815001	194815800	800	*	2	Intron (ENST00000668747.1/100507391, intron 7 of 7)	3	194769423	194779686	10264	1	100507391	ENST00000662703.1	45578	ENSG00000237222	LINC01968	long intergenic non-protein coding RNA 1968	11_EnhWk
chr3	194825401	194826800	1400	*	4	Exon (ENST00000667646.1/105374292, exon 4 of 4)	3	194769423	194779686	10264	1	100507391	ENST00000662703.1	55978	ENSG00000237222	LINC01968	long intergenic non-protein coding RNA 1968	11_EnhWk
chr3	194875001	194876800	1800	*	2	Distal Intergenic	3	194769423	194779686	10264	1	100507391	ENST00000662703.1	105578	ENSG00000237222	LINC01968	long intergenic non-protein coding RNA 1968	11_EnhWk
chr3	194905601	194907000	1400	*	2	Distal Intergenic	3	194769423	194779686	10264	1	100507391	ENST00000662703.1	136178	ENSG00000237222	LINC01968	long intergenic non-protein coding RNA 1968	11_EnhWk
chr4	3365201	3365400	200	*	3	Intron (ENST00000506631.5/6002, intron 2 of 7)	4	3369879	3439905	70027	1	6002	ENST00000338806.4	-4479	ENSG00000159788	RGS12	regulator of G protein signaling 12	11_EnhWk
chr4	36287601	36288200	600	*	2	Intron (ENST00000639862.2/401124, intron 2 of 9)	4	36284022	36344785	60764	1	401124	ENST00000456874.3	3579	ENSG00000197057	DTHD1	death domain containing 1	11_EnhWk
chr4	38238801	38239000	200	*	2	Distal Intergenic	4	38286994	38287491	498	1	105374409	ENST00000506010.1	-47994	NA	LOC105374409	uncharacterized LOC105374409	11_EnhWk
chr4	54424201	54425400	1200	*	2	Distal Intergenic	4	54332892	54355954	23063	1	105377656	ENST00000511634.1	91309	NA	LINC02283	long intergenic non-protein coding RNA 2283	11_EnhWk
chr4	79533801	79535400	1600	*	2	Intron (ENST00000661529.1/100506035, intron 3 of 3)	4	79513784	79576466	62683	1	100506035	ENST00000671684.1	20017	ENSG00000250334	LINC00989	long intergenic non-protein coding RNA 989	11_EnhWk
chr4	86699201	86699800	600	*	2	Intron (ENST00000427191.6/5783, intron 6 of 46)	4	86758669	86762934	4266	1	5783	ENST00000508063.1	-58869	ENSG00000163629	PTPN13	protein tyrosine phosphatase non-receptor type 13	11_EnhWk
chr4	86850001	86851200	1200	*	4	Promoter (<=1kb)	4	86823468	86849384	25917	2	345274	ENST00000273905.7	-617	ENSG00000145283	SLC10A6	solute carrier family 10 member 6	11_EnhWk
chr4	89197201	89199600	2400	*	2	Distal Intergenic	4	89111533	89114901	3369	1	166815	ENST00000603357.3	85668	ENSG00000180346	TIGD2	tigger transposable element derived 2	11_EnhWk
chr4	90033801	90034000	200	*	2	Distal Intergenic	4	89951445	89953455	2011	1	22915	ENST00000506328.1	82356	ENSG00000138722	MMRN1	multimerin 1	11_EnhWk
chr4	113192001	113192600	600	*	2	Intron (ENST00000672356.1/287, intron 3 of 43)	4	113174443	113336644	162202	1	287	ENST00000673943.1	17558	ENSG00000145362	ANK2	ankyrin 2	11_EnhWk
chr4	140965601	140966000	400	*	2	Promoter (1-2kb)	4	140944549	140967870	23322	2	57484	ENST00000515057.1	1870	ENSG00000170153	RNF150	ring finger protein 150	11_EnhWk
chr4	141632001	141633400	1400	*	2	Distal Intergenic	4	141636583	141733987	97405	1	3600	ENST00000320650.9	-3183	ENSG00000164136	IL15	interleukin 15	11_EnhWk
chr4	154449001	154449600	600	*	2	Intron (ENST00000357232.10/54798, intron 1 of 19)	4	154486443	154491334	4892	2	54798	ENST00000456341.2	41734	ENSG00000197410	DCHS2	dachsous cadherin-related 2	11_EnhWk
chr4	174203201	174203800	600	*	2	Intron (ENST00000515444.5/101928509, intron 1 of 4)	4	174094660	174220398	125739	2	101928509	ENST00000515444.5	16598	ENSG00000248174	LINC02268	long intergenic non-protein coding RNA 2268	11_EnhWk
chr4	185828201	185829400	1200	*	2	Intron (ENST00000284776.11/8470, intron 1 of 20)	4	185684811	185813124	128314	2	8470	ENST00000456060.5	-15077	ENSG00000154556	SORBS2	sorbin and SH3 domain containing 2	11_EnhWk
chr5	14925001	14926400	1400	*	2	Distal Intergenic	5	14970909	14992961	22053	1	107986376	ENST00000659286.1	-44509	ENSG00000286441	LOC107986376	uncharacterized LOC107986376	11_EnhWk
chr5	34042401	34043800	1400	*	4	Promoter (<=1kb)	5	34017858	34043213	25356	2	114899	ENST00000382065.8	0	ENSG00000082196	C1QTNF3	C1q and TNF related 3	11_EnhWk
chr5	55903201	55903600	400	*	2	Intron (ENST00000652347.2/133396, intron 8 of 14)	5	55881718	55909153	27436	1	133396	ENST00000652528.1	21483	ENSG00000164509	IL31RA	interleukin 31 receptor A	11_EnhWk
chr5	78202001	78203400	1400	*	2	Intron (ENST00000519295.5/8546, intron 7 of 26)	5	78121722	78141170	19449	2	8546	ENST00000517561.1	-60831	ENSG00000132842	AP3B1	adaptor related protein complex 3 subunit beta 1	11_EnhWk
chr5	79479201	79481600	2400	*	2	Intron (ENST00000334082.11/9456, intron 1 of 8)	5	79375930	79512794	136865	2	9456	ENST00000282260.10	31194	ENSG00000152413	HOMER1	homer scaffold protein 1	11_EnhWk
chr5	79487001	79488200	1200	*	2	Intron (ENST00000334082.11/9456, intron 1 of 8)	5	79375930	79512794	136865	2	9456	ENST00000282260.10	24594	ENSG00000152413	HOMER1	homer scaffold protein 1	11_EnhWk
chr5	111089801	111091600	1800	*	3	Promoter (<=1kb)	5	111091716	111130502	38787	1	134430	ENST00000506538.6	-116	ENSG00000134987	WDR36	WD repeat domain 36	11_EnhWk
chr5	125693601	125694600	1000	*	2	Intron (ENST00000651847.1/ENST00000651847.1, intron 10 of 15)	5	125493261	125602229	108969	1	101927460	ENST00000651821.1	200340	ENSG00000260192	LINC02240	long intergenic non-protein coding RNA 2240	11_EnhWk
chr5	131436201	131438600	2400	*	2	3' UTR	5	131425887	131447401	21515	2	51735	ENST00000512611.5	8801	ENSG00000158987	RAPGEF6	Rap guanine nucleotide exchange factor 6	11_EnhWk
chr5	131807601	131809800	2200	*	2	Intron (ENST00000442687.6/728637, intron 12 of 12)	5	131641715	131797063	155349	2	96459	ENST00000615660.4	-10538	ENSG00000217128	FNIP1	folliculin interacting protein 1	11_EnhWk
chr5	138404001	138404800	800	*	2	Intron (ENST00000314358.10/51780, intron 11 of 23)	5	138397878	138399899	2022	1	51780	ENST00000504095.1	6123	ENSG00000120733	KDM3B	lysine demethylase 3B	11_EnhWk
chr5	138851201	138854600	3400	*	2	Intron (ENST00000627109.2/1495, intron 7 of 18)	5	138870275	138917818	47544	1	1495	ENST00000520400.5	-15675	ENSG00000044115	CTNNA1	catenin alpha 1	11_EnhWk
chr5	143191601	143191800	200	*	3	Promoter (<=1kb)	5	143192500	143194166	1667	1	100874372	ENST00000433186.1	-700	ENSG00000230789	ARHGAP26-IT1	ARHGAP26 intronic transcript 1	11_EnhWk
chr5	148414801	148417000	2200	*	2	Promoter (<=1kb)	5	148415360	148417215	1856	1	81545	ENST00000508485.2	0	ENSG00000145868	FBXO38	F-box protein 38	11_EnhWk
chr5	148419801	148422000	2200	*	4	Promoter (1-2kb)	5	148423749	148427270	3522	1	81545	ENST00000514832.1	-1749	ENSG00000145868	FBXO38	F-box protein 38	11_EnhWk
chr5	148808001	148810200	2200	*	3	Distal Intergenic	5	148826611	148828623	2013	1	154	ENST00000305988.6	-16411	ENSG00000169252	ADRB2	adrenoceptor beta 2	11_EnhWk
chr5	173096401	173099000	2600	*	2	Intron (ENST00000296953.6/153222, intron 4 of 8)	5	173057394	173086569	29176	1	153222	ENST00000523161.1	39007	ENSG00000164463	CREBRF	CREB3 regulatory factor	11_EnhWk
chr5	173285401	173286800	1400	*	2	Distal Intergenic	5	173318178	173324286	6109	2	8614	ENST00000520593.1	37486	ENSG00000113739	STC2	stanniocalcin 2	11_EnhWk
chr5	176837601	176838200	600	*	2	Intron (ENST00000509580.2/90249, intron 1 of 15)	5	176862624	176874400	11777	1	90249	ENST00000513890.1	-24424	ENSG00000113763	UNC5A	unc-5 netrin receptor A	11_EnhWk
chr5	176889801	176890800	1000	*	2	Promoter (<=1kb)	5	176889661	176891391	1731	2	3101	ENST00000504910.1	591	ENSG00000160883	HK3	hexokinase 3	11_EnhWk
chr5	178202801	178204400	1600	*	3	Promoter (<=1kb)	5	178204533	178211155	6623	1	3182	ENST00000506339.5	-133	ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	11_EnhWk
chr5	180336001	180337200	1200	*	2	Exon (ENST00000253778.13/9945, exon 3 of 19)	5	180318809	180331648	12840	2	9945	ENST00000518906.1	-4353	ENSG00000131459	GFPT2	glutamine-fructose-6-phosphate transaminase 2	11_EnhWk
chr6	2020801	2022600	1800	*	2	Intron (ENST00000530927.5/2762, intron 4 of 10)	6	1930107	2043433	113327	2	2762	ENST00000530459.1	20833	ENSG00000112699	GMDS	GDP-mannose 4,6-dehydratase	11_EnhWk
chr6	3164201	3166400	2200	*	2	Distal Intergenic	6	3153699	3157544	3846	2	7280	ENST00000680967.1	-6657	ENSG00000137267	TUBB2A	tubulin beta 2A class IIa	11_EnhWk
chr6	13580201	13582400	2200	*	2	Promoter (1-2kb)	6	13584203	13589543	5341	1	23408	ENST00000637463.1	-1803	ENSG00000124523	SIRT5	sirtuin 5	11_EnhWk
chr6	30123601	30124400	800	*	4	Distal Intergenic	6	30102897	30113090	10194	2	11074	ENST00000376734.4	-10511	ENSG00000204616	TRIM31	tripartite motif containing 31	11_EnhWk
chr6	30704401	30705000	600	*	2	Promoter (<=1kb)	6	30700315	30704081	3767	2	9656	ENST00000489540.1	-320	ENSG00000137337	MDC1	mediator of DNA damage checkpoint 1	11_EnhWk
chr6	31870801	31871200	400	*	3	Promoter (<=1kb)	6	31866059	31871202	5144	2	80736	ENST00000479777.1	2	ENSG00000204385	SLC44A4	solute carrier family 44 member 4	11_EnhWk
chr6	32304201	32305200	1000	*	2	Intron (ENST00000646628.1/101929163, intron 1 of 3)	6	32262702	32407763	145062	1	101929163	ENST00000642577.1	41499	ENSG00000225914	TSBP1-AS1	TSBP1 and BTNL2 antisense RNA 1	11_EnhWk
chr6	33386801	33387600	800	*	2	Distal Intergenic	6	33391823	33409896	18074	1	3833	ENST00000428849.7	-4223	ENSG00000237649	KIFC1	kinesin family member C1	11_EnhWk
chr6	33398201	33398800	600	*	2	Promoter (1-2kb)	6	33400091	33403866	3776	1	3833	ENST00000486695.1	-1291	ENSG00000237649	KIFC1	kinesin family member C1	11_EnhWk
chr6	36237001	36238000	1000	*	2	Distal Intergenic	6	36243203	36307754	64552	1	285848	ENST00000312917.9	-5203	ENSG00000180316	PNPLA1	patatin like phospholipase domain containing 1	11_EnhWk
chr6	44184001	44185800	1800	*	2	3' UTR	6	44176616	44183267	6652	1	11131	ENST00000533604.1	7385	ENSG00000137225	CAPN11	calpain 11	11_EnhWk
chr6	56755601	56756000	400	*	2	Intron (ENST00000421834.6/667, intron 1 of 93)	6	56670675	56785879	115205	2	667	ENST00000522538.5	29879	ENSG00000151914	DST	dystonin	11_EnhWk
chr6	109778201	109779800	1600	*	4	Intron (ENST00000675122.1/9896, intron 16 of 23)	6	109773839	109825395	51557	1	9896	ENST00000675954.1	4362	ENSG00000112367	FIG4	FIG4 phosphoinositide 5-phosphatase	11_EnhWk
chr6	112044201	112045800	1600	*	2	Distal Intergenic	6	112054075	112069680	15606	1	8838	ENST00000230529.9	-8275	ENSG00000112761	CCN6	cellular communication network factor 6	11_EnhWk
chr6	113424001	113427000	3000	*	2	Distal Intergenic	6	113428551	113432641	4091	2	105377957	ENST00000430728.1	5641	ENSG00000232316	LINC02518	long intergenic non-protein coding RNA 2518	11_EnhWk
